Filename: D:\_RESEARCH\_datasets\GudalurSTD\Data_in_brief_dataset\DATA\AIRBORNE\AVNG_PROCESSED\AVNG_REFL
ROI: Region #1 [Green] 4 points

Basic Stats	  Min	  Max	       Mean	     Stdev
           	 1928	      0	      3	  0.0000	 75.0000
           	 1932	      0	      3	  0.0000	 75.0000
           	 1936	      0	      3	  0.0000	 75.0000
           	 1940	      0	      3	  0.0000	 75.0000
           	 1944	      0	      3	  0.0000	 75.0000
           	 1948	      0	      3	  0.0000	 75.0000
           	 1952	      0	      3	  0.0000	 75.0000
           	 1956	      0	      3	  0.0000	 75.0000
           	 1960	      0	      3	  0.0000	 75.0000
           	 1964	      0	      3	  0.0000	 75.0000
           	 1968	      0	      3	  0.0000	 75.0000
           	 1972	      0	      3	  0.0000	 75.0000
           	 1976	      0	      3	  0.0000	 75.0000
           	 1980	      0	      3	  0.0000	 75.0000
           	 1984	      0	      3	  0.0000	 75.0000
           	 1988	      0	      3	  0.0000	 75.0000
           	 1992	      0	      3	  0.0000	 75.0000
           	 1996	      0	      3	  0.0000	 75.0000
           	 2000	      0	      3	  0.0000	 75.0000
           	 2004	      0	      3	  0.0000	 75.0000
           	 2008	      0	      3	  0.0000	 75.0000
           	 2012	      0	      3	  0.0000	 75.0000
           	 2016	      0	      3	  0.0000	 75.0000
           	 2020	      0	      3	  0.0000	 75.0000
           	 2024	      0	      3	  0.0000	 75.0000
           	 2028	      0	      3	  0.0000	 75.0000
           	 2032	      0	      3	  0.0000	 75.0000
           	 2036	      0	      3	  0.0000	 75.0000
           	 2040	      0	      3	  0.0000	 75.0000
           	 2044	      0	      3	  0.0000	 75.0000
           	 2048	      0	      3	  0.0000	 75.0000
           	 2052	      0	      3	  0.0000	 75.0000
           	 2056	      0	      3	  0.0000	 75.0000
           	 2060	      0	      3	  0.0000	 75.0000
           	 2064	      0	      3	  0.0000	 75.0000
           	 2068	      0	      3	  0.0000	 75.0000
           	 2072	      1	      4	 25.0000	100.0000

Histogram  	   DN	   Npts	  Total	 Percent	 Acc Pct
Band 2     	 1069	      1	      1	 25.0000	 25.0000
Bin=4      	 1073	      0	      1	  0.0000	 25.0000
           	 1077	      0	      1	  0.0000	 25.0000
           	 1081	      0	      1	  0.0000	 25.0000
           	 1085	      0	      1	  0.0000	 25.0000
           	 1089	      0	      1	  0.0000	 25.0000
           	 1093	      0	      1	  0.0000	 25.0000
           	 1097	      0	      1	  0.0000	 25.0000
           	 1101	      0	      1	  0.0000	 25.0000
           	 1105	      0	      1	  0.0000	 25.0000
           	 1109	      0	      1	  0.0000	 25.0000
           	 1113	      0	      1	  0.0000	 25.0000
           	 1117	      0	      1	  0.0000	 25.0000
           	 1121	      0	      1	  0.0000	 25.0000
           	 1125	      0	      1	  0.0000	 25.0000
           	 1129	      0	      1	  0.0000	 25.0000
           	 1133	      0	      1	  0.0000	 25.0000
           	 1137	      0	      1	  0.0000	 25.0000
           	 1141	      0	      1	  0.0000	 25.0000
           	 1145	      0	      1	  0.0000	 25.0000
           	 1149	      0	      1	  0.0000	 25.0000
           	 1153	      0	      1	  0.0000	 25.0000
           	 1157	      0	      1	  0.0000	 25.0000
           	 1161	      0	      1	  0.0000	 25.0000
           	 1165	      0	      1	  0.0000	 25.0000
           	 1169	      0	      1	  0.0000	 25.0000
           	 1173	      0	      1	  0.0000	 25.0000
           	 1177	      0	      1	  0.0000	 25.0000
           	 1181	      0	      1	  0.0000	 25.0000
           	 1185	      0	      1	  0.0000	 25.0000
           	 1189	      0	      1	  0.0000	 25.0000
           	 1193	      0	      1	  0.0000	 25.0000
           	 1197	      0	      1	  0.0000	 25.0000
           	 1201	      0	      1	  0.0000	 25.0000
           	 1205	      0	      1	  0.0000	 25.0000
           	 1209	      0	      1	  0.0000	 25.0000
           	 1213	      0	      1	  0.0000	 25.0000
           	 1217	      0	      1	  0.0000	 25.0000
           	 1221	      0	      1	  0.0000	 25.0000
           	 1225	      0	      1	  0.0000	 25.0000
           	 1229	      0	      1	  0.0000	 25.0000
           	 1233	      0	      1	  0.0000	 25.0000
           	 1237	      0	      1	  0.0000	 25.0000
           	 1241	      0	      1	  0.0000	 25.0000
           	 1245	      0	      1	  0.0000	 25.0000
           	 1249	      0	      1	  0.0000	 25.0000
           	 1253	      0	      1	  0.0000	 25.0000
           	 1257	      0	      1	  0.0000	 25.0000
           	 1261	      0	      1	  0.0000	 25.0000
           	 1265	      0	      1	  0.0000	 25.0000
           	 1269	      0	      1	  0.0000	 25.0000
           	 1273	      0	      1	  0.0000	 25.0000
           	 1277	      0	      1	  0.0000	 25.0000
           	 1281	      0	      1	  0.0000	 25.0000
           	 1285	      0	      1	  0.0000	 25.0000
           	 1289	      0	      1	  0.0000	 25.0000
           	 1293	      0	      1	  0.0000	 25.0000
           	 1297	      0	      1	  0.0000	 25.0000
           	 1301	      0	      1	  0.0000	 25.0000
           	 1305	      0	      1	  0.0000	 25.0000
           	 1309	      0	      1	  0.0000	 25.0000
           	 1313	      0	      1	  0.0000	 25.0000
           	 1317	      0	      1	  0.0000	 25.0000
           	 1321	      0	      1	  0.0000	 25.0000
           	 1325	      0	      1	  0.0000	 25.0000
           	 1329	      0	      1	  0.0000	 25.0000
           	 1333	      0	      1	  0.0000	 25.0000
           	 1337	      0	      1	  0.0000	 25.0000
           	 1341	      0	      1	  0.0000	 25.0000
           	 1345	      0	      1	  0.0000	 25.0000
           	 1349	      0	      1	  0.0000	 25.0000
           	 1353	      0	      1	  0.0000	 25.0000
           	 1357	      0	      1	  0.0000	 25.0000
           	 1361	      0	      1	  0.0000	 25.0000
           	 1365	      0	      1	  0.0000	 25.0000
           	 1369	      0	      1	  0.0000	 25.0000
           	 1373	      0	      1	  0.0000	 25.0000
           	 1377	      0	      1	  0.0000	 25.0000
           	 1381	      0	      1	  0.0000	 25.0000
           	 1385	      0	      1	  0.0000	 25.0000
           	 1389	      0	      1	  0.0000	 25.0000
           	 1393	      0	      1	  0.0000	 25.0000
           	 1397	      0	      1	  0.0000	 25.0000
           	 1401	      0	      1	  0.0000	 25.0000
           	 1405	      0	      1	  0.0000	 25.0000
           	 1409	      0	      1	  0.0000	 25.0000
           	 1413	      0	      1	  0.0000	 25.0000
           	 1417	      0	      1	  0.0000	 25.0000
           	 1421	      0	      1	  0.0000	 25.0000
           	 1425	      0	      1	  0.0000	 25.0000
           	 1429	      0	      1	  0.0000	 25.0000
           	 1433	      0	      1	  0.0000	 25.0000
           	 1437	      0	      1	  0.0000	 25.0000
           	 1441	      1	      2	 25.0000	 50.0000
           	 1445	      0	      2	  0.0000	 50.0000
           	 1449	      0	      2	  0.0000	 50.0000
           	 1453	      0	      2	  0.0000	 50.0000
           	 1457	      0	      2	  0.0000	 50.0000
           	 1461	      0	      2	  0.0000	 50.0000
           	 1465	      0	      2	  0.0000	 50.0000
           	 1469	      0	      2	  0.0000	 50.0000
           	 1473	      0	      2	  0.0000	 50.0000
           	 1477	      0	      2	  0.0000	 50.0000
           	 1481	      0	      2	  0.0000	 50.0000
           	 1485	      0	      2	  0.0000	 50.0000
           	 1489	      0	      2	  0.0000	 50.0000
           	 1493	      0	      2	  0.0000	 50.0000
           	 1497	      0	      2	  0.0000	 50.0000
           	 1501	      0	      2	  0.0000	 50.0000
           	 1505	      0	      2	  0.0000	 50.0000
           	 1509	      0	      2	  0.0000	 50.0000
           	 1513	      0	      2	  0.0000	 50.0000
           	 1517	      0	      2	  0.0000	 50.0000
           	 1521	      0	      2	  0.0000	 50.0000
           	 1525	      0	      2	  0.0000	 50.0000
           	 1529	      0	      2	  0.0000	 50.0000
           	 1533	      0	      2	  0.0000	 50.0000
           	 1537	      0	      2	  0.0000	 50.0000
           	 1541	      0	      2	  0.0000	 50.0000
           	 1545	      0	      2	  0.0000	 50.0000
           	 1549	      0	      2	  0.0000	 50.0000
           	 1553	      0	      2	  0.0000	 50.0000
           	 1557	      0	      2	  0.0000	 50.0000
           	 1561	      0	      2	  0.0000	 50.0000
           	 1565	      0	      2	  0.0000	 50.0000
           	 1569	      0	      2	  0.0000	 50.0000
           	 1573	      0	      2	  0.0000	 50.0000
           	 1577	      0	      2	  0.0000	 50.0000
           	 1581	      0	      2	  0.0000	 50.0000
           	 1585	      0	      2	  0.0000	 50.0000
           	 1589	      0	      2	  0.0000	 50.0000
           	 1593	      0	      2	  0.0000	 50.0000
           	 1597	      0	      2	  0.0000	 50.0000
           	 1601	      0	      2	  0.0000	 50.0000
           	 1605	      0	      2	  0.0000	 50.0000
           	 1609	      0	      2	  0.0000	 50.0000
           	 1613	      0	      2	  0.0000	 50.0000
           	 1617	      0	      2	  0.0000	 50.0000
           	 1621	      0	      2	  0.0000	 50.0000
           	 1625	      0	      2	  0.0000	 50.0000
           	 1629	      0	      2	  0.0000	 50.0000
           	 1633	      0	      2	  0.0000	 50.0000
           	 1637	      0	      2	  0.0000	 50.0000
           	 1641	      0	      2	  0.0000	 50.0000
           	 1645	      0	      2	  0.0000	 50.0000
           	 1649	      0	      2	  0.0000	 50.0000
           	 1653	      0	      2	  0.0000	 50.0000
           	 1657	      0	      2	  0.0000	 50.0000
           	 1661	      0	      2	  0.0000	 50.0000
           	 1665	      0	      2	  0.0000	 50.0000
           	 1669	      0	      2	  0.0000	 50.0000
           	 1673	      0	      2	  0.0000	 50.0000
           	 1677	      0	      2	  0.0000	 50.0000
           	 1681	      0	      2	  0.0000	 50.0000
           	 1685	      0	      2	  0.0000	 50.0000
           	 1689	      0	      2	  0.0000	 50.0000
           	 1693	      0	      2	  0.0000	 50.0000
           	 1697	      0	      2	  0.0000	 50.0000
           	 1701	      0	      2	  0.0000	 50.0000
           	 1705	      0	      2	  0.0000	 50.0000
           	 1709	      0	      2	  0.0000	 50.0000
           	 1713	      0	      2	  0.0000	 50.0000
           	 1717	      0	      2	  0.0000	 50.0000
           	 1721	      0	      2	  0.0000	 50.0000
           	 1725	      0	      2	  0.0000	 50.0000
           	 1729	      0	      2	  0.0000	 50.0000
           	 1733	      0	      2	  0.0000	 50.0000
           	 1737	      0	      2	  0.0000	 50.0000
           	 1741	      0	      2	  0.0000	 50.0000
           	 1745	      0	      2	  0.0000	 50.0000
           	 1749	      0	      2	  0.0000	 50.0000
           	 1753	      0	      2	  0.0000	 50.0000
           	 1757	      0	      2	  0.0000	 50.0000
           	 1761	      0	      2	  0.0000	 50.0000
           	 1765	      0	      2	  0.0000	 50.0000
           	 1769	      0	      2	  0.0000	 50.0000
           	 1773	      0	      2	  0.0000	 50.0000
           	 1777	      0	      2	  0.0000	 50.0000
           	 1781	      0	      2	  0.0000	 50.0000
           	 1785	      0	      2	  0.0000	 50.0000
           	 1789	      0	      2	  0.0000	 50.0000
           	 1793	      0	      2	  0.0000	 50.0000
           	 1797	      0	      2	  0.0000	 50.0000
           	 1801	      0	      2	  0.0000	 50.0000
           	 1805	      0	      2	  0.0000	 50.0000
           	 1809	      0	      2	  0.0000	 50.0000
           	 1813	      0	      2	  0.0000	 50.0000
           	 1817	      0	      2	  0.0000	 50.0000
           	 1821	      0	      2	  0.0000	 50.0000
           	 1825	      0	      2	  0.0000	 50.0000
           	 1829	      0	      2	  0.0000	 50.0000
           	 1833	      0	      2	  0.0000	 50.0000
           	 1837	      0	      2	  0.0000	 50.0000
           	 1841	      0	      2	  0.0000	 50.0000
           	 1845	      1	      3	 25.0000	 75.0000
           	 1849	      0	      3	  0.0000	 75.0000
           	 1853	      0	      3	  0.0000	 75.0000
           	 1857	      0	      3	  0.0000	 75.0000
           	 1861	      0	      3	  0.0000	 75.0000
           	 1865	      0	      3	  0.0000	 75.0000
           	 1869	      0	      3	  0.0000	 75.0000
           	 1873	      0	      3	  0.0000	 75.0000
           	 1877	      0	      3	  0.0000	 75.0000
           	 1881	      0	      3	  0.0000	 75.0000
           	 1885	      0	      3	  0.0000	 75.0000
           	 1889	      0	      3	  0.0000	 75.0000
           	 1893	      0	      3	  0.0000	 75.0000
           	 1897	      0	      3	  0.0000	 75.0000
           	 1901	      0	      3	  0.0000	 75.0000
           	 1905	      0	      3	  0.0000	 75.0000
           	 1909	      0	      3	  0.0000	 75.0000
           	 1913	      0	      3	  0.0000	 75.0000
           	 1917	      0	      3	  0.0000	 75.0000
           	 1921	      0	      3	  0.0000	 75.0000
           	 1925	      0	      3	  0.0000	 75.0000
           	 1929	      0	      3	  0.0000	 75.0000
           	 1933	      0	      3	  0.0000	 75.0000
           	 1937	      0	      3	  0.0000	 75.0000
           	 1941	      0	      3	  0.0000	 75.0000
           	 1945	      0	      3	  0.0000	 75.0000
           	 1949	      0	      3	  0.0000	 75.0000
           	 1953	      0	      3	  0.0000	 75.0000
           	 1957	      0	      3	  0.0000	 75.0000
           	 1961	      0	      3	  0.0000	 75.0000
           	 1965	      0	      3	  0.0000	 75.0000
           	 1969	      0	      3	  0.0000	 75.0000
           	 1973	      0	      3	  0.0000	 75.0000
           	 1977	      0	      3	  0.0000	 75.0000
           	 1981	      0	      3	  0.0000	 75.0000
           	 1985	      0	      3	  0.0000	 75.0000
           	 1989	      0	      3	  0.0000	 75.0000
           	 1993	      0	      3	  0.0000	 75.0000
           	 1997	      0	      3	  0.0000	 75.0000
           	 2001	      0	      3	  0.0000	 75.0000
           	 2005	      0	      3	  0.0000	 75.0000
           	 2009	      0	      3	  0.0000	 75.0000
           	 2013	      0	      3	  0.0000	 75.0000
           	 2017	      0	      3	  0.0000	 75.0000
           	 2021	      0	      3	  0.0000	 75.0000
           	 2025	      0	      3	  0.0000	 75.0000
           	 2029	      0	      3	  0.0000	 75.0000
           	 2033	      0	      3	  0.0000	 75.0000
           	 2037	      0	      3	  0.0000	 75.0000
           	 2041	      0	      3	  0.0000	 75.0000
           	 2045	      0	      3	  0.0000	 75.0000
           	 2049	      0	      3	  0.0000	 75.0000
           	 2053	      0	      3	  0.0000	 75.0000
           	 2057	      0	      3	  0.0000	 75.0000
           	 2061	      1	      4	 25.0000	100.0000

Histogram  	   DN	   Npts	  Total	 Percent	 Acc Pct
Band 3     	 1198	      1	      1	 25.0000	 25.0000
Bin=2      	 1200	      0	      1	  0.0000	 25.0000
           	 1202	      0	      1	  0.0000	 25.0000
           	 1204	      0	      1	  0.0000	 25.0000
           	 1206	      0	      1	  0.0000	 25.0000
           	 1208	      0	      1	  0.0000	 25.0000
           	 1210	      0	      1	  0.0000	 25.0000
           	 1212	      0	      1	  0.0000	 25.0000
           	 1214	      0	      1	  0.0000	 25.0000
           	 1216	      0	      1	  0.0000	 25.0000
           	 1218	      0	      1	  0.0000	 25.0000
           	 1220	      0	      1	  0.0000	 25.0000
           	 1222	      0	      1	  0.0000	 25.0000
           	 1224	      0	      1	  0.0000	 25.0000
           	 1226	      0	      1	  0.0000	 25.0000
           	 1228	      0	      1	  0.0000	 25.0000
           	 1230	      0	      1	  0.0000	 25.0000
           	 1232	      0	      1	  0.0000	 25.0000
           	 1234	      0	      1	  0.0000	 25.0000
           	 1236	      0	      1	  0.0000	 25.0000
           	 1238	      0	      1	  0.0000	 25.0000
           	 1240	      0	      1	  0.0000	 25.0000
           	 1242	      0	      1	  0.0000	 25.0000
           	 1244	      0	      1	  0.0000	 25.0000
           	 1246	      0	      1	  0.0000	 25.0000
           	 1248	      0	      1	  0.0000	 25.0000
           	 1250	      0	      1	  0.0000	 25.0000
           	 1252	      0	      1	  0.0000	 25.0000
           	 1254	      0	      1	  0.0000	 25.0000
           	 1256	      0	      1	  0.0000	 25.0000
           	 1258	      0	      1	  0.0000	 25.0000
           	 1260	      0	      1	  0.0000	 25.0000
           	 1262	      0	      1	  0.0000	 25.0000
           	 1264	      0	      1	  0.0000	 25.0000
           	 1266	      0	      1	  0.0000	 25.0000
           	 1268	      0	      1	  0.0000	 25.0000
           	 1270	      0	      1	  0.0000	 25.0000
           	 1272	      1	      2	 25.0000	 50.0000
           	 1274	      0	      2	  0.0000	 50.0000
           	 1276	      0	      2	  0.0000	 50.0000
           	 1278	      0	      2	  0.0000	 50.0000
           	 1280	      0	      2	  0.0000	 50.0000
           	 1282	      0	      2	  0.0000	 50.0000
           	 1284	      0	      2	  0.0000	 50.0000
           	 1286	      0	      2	  0.0000	 50.0000
           	 1288	      0	      2	  0.0000	 50.0000
           	 1290	      0	      2	  0.0000	 50.0000
           	 1292	      0	      2	  0.0000	 50.0000
           	 1294	      0	      2	  0.0000	 50.0000
           	 1296	      0	      2	  0.0000	 50.0000
           	 1298	      0	      2	  0.0000	 50.0000
           	 1300	      0	      2	  0.0000	 50.0000
           	 1302	      0	      2	  0.0000	 50.0000
           	 1304	      0	      2	  0.0000	 50.0000
           	 1306	      0	      2	  0.0000	 50.0000
           	 1308	      0	      2	  0.0000	 50.0000
           	 1310	      0	      2	  0.0000	 50.0000
           	 1312	      0	      2	  0.0000	 50.0000
           	 1314	      0	      2	  0.0000	 50.0000
           	 1316	      0	      2	  0.0000	 50.0000
           	 1318	      0	      2	  0.0000	 50.0000
